"PerNo","PerStatus","年資層級A","年齡層級","年資層級B","升遷速度","眷屬量","婚姻狀況","工作資歷5","近一年請假數B","近三月請假數B","sex","近一年請假數A","特殊專案佔比","訓練時數C","任職前工作平均年數","工作分類"
2663,0,4,9,3,2,1,1,0,0,0,0,6,0,2,1,1
2663,0,4,10,3,3,1,1,0,0,0,0,6,0,1,1,1
2665,0,3,6,1,1,2,1,0,0,0,1,4,3,1,2,1
2665,0,3,6,1,1,2,1,0,0,0,1,5,2,1,2,1
2665,0,3,6,2,2,2,1,0,0,0,1,4,1,0,2,1
2665,0,3,7,2,2,2,1,0,0,0,1,4,2,1,2,1
2667,0,5,10,5,1,0,2,0,0,0,1,6,4,1,1,1
2667,0,5,10,5,2,0,2,0,0,0,1,6,2,1,1,1
2667,0,5,10,5,2,0,2,0,0,0,1,6,1,2,1,1
2667,0,5,11,5,2,0,2,0,0,0,1,4,2,1,1,1
2670,0,2,5,1,2,0,1,0,0,0,0,9,0,3,0,1
2670,0,3,5,2,2,0,1,0,0,0,0,9,0,1,0,1
2670,0,3,5,2,2,0,1,0,0,0,0,9,0,1,0,1
2670,0,3,6,2,3,0,1,0,0,0,0,7,0,2,0,1
2672,0,1,4,1,1,0,2,1,0,0,1,5,0,1,1,1
2672,0,1,4,1,1,0,2,1,0,0,1,5,0,1,1,1
2672,0,1,5,1,1,0,2,1,0,0,1,5,0,1,1,1
2673,0,1,5,1,1,1,1,0,0,0,1,6,1,4,1,1
2674,0,3,7,3,4,0,2,1,0,0,1,6,0,4,0,1
2674,0,3,7,3,1,0,2,1,0,0,1,8,0,6,0,1
2674,0,3,7,3,1,0,2,1,0,0,1,9,0,7,0,1
2674,0,3,8,3,1,0,2,1,0,0,1,10,0,1,0,1
2675,0,1,5,1,2,0,1,0,0,0,0,8,1,4,0,1
2675,0,1,5,1,2,0,1,0,0,0,0,10,0,2,0,1
2675,0,2,5,2,2,0,1,0,0,0,0,10,0,4,0,1
2675,0,2,6,2,1,0,1,0,0,0,0,11,0,2,0,1
2677,0,2,5,2,1,1,1,0,0,0,0,6,1,4,0,1
2677,0,2,6,2,2,1,1,0,0,0,0,5,0,2,0,1
2677,0,2,6,2,2,1,1,0,0,0,0,6,0,2,0,1
2677,0,3,6,3,2,1,1,0,0,0,0,8,0,0,0,1
2679,0,5,9,4,3,1,1,0,0,0,1,6,1,1,1,1
2679,0,6,10,5,3,0,1,0,0,0,1,6,1,1,1,1
2679,0,6,10,5,3,0,1,0,0,0,1,6,1,1,1,1
2679,0,6,10,5,4,0,1,0,0,0,1,3,0,1,1,1
2684,1,3,9,2,1,2,1,0,0,0,1,6,0,1,1,1
2689,0,6,12,6,7,2,1,0,0,0,1,7,2,2,0,1
2689,0,6,12,6,7,2,1,0,0,0,1,7,0,1,0,1
2689,0,6,12,6,7,2,1,0,0,0,1,6,1,1,0,1
2689,0,6,13,6,8,2,1,0,0,0,1,6,0,1,0,1
2690,0,4,6,3,2,1,2,0,0,0,0,9,1,1,1,1
2690,0,4,6,3,2,1,2,0,0,0,0,10,0,2,1,1
2690,0,4,7,3,2,1,2,0,0,0,0,11,0,1,1,1
2690,0,4,7,3,3,1,2,0,0,0,0,8,1,1,1,1
2694,0,4,8,4,1,2,1,0,0,0,1,6,1,1,1,1
2694,0,4,9,4,1,2,1,0,0,0,1,6,1,1,1,1
2694,0,5,9,4,2,2,1,0,0,0,1,6,1,1,1,1
2694,0,5,9,4,2,2,1,0,0,0,1,7,0,1,1,1
2695,1,1,2,1,1,0,2,1,0,0,1,6,0,2,0,1
2698,0,2,4,1,1,0,2,0,1,1,0,8,2,3,2,1
2698,0,2,4,1,1,1,2,0,0,0,0,8,1,1,2,1
2698,0,2,4,1,1,1,2,0,0,0,0,9,2,1,2,1
2699,0,3,5,3,1,1,1,1,0,0,1,8,0,2,0,1
2699,0,3,5,3,2,1,1,1,0,0,1,9,1,3,0,1
2699,0,3,6,3,2,1,1,1,0,0,1,11,0,2,0,1
2699,0,3,6,3,2,1,1,1,0,0,1,6,0,2,0,1
2700,0,1,3,1,1,0,2,1,0,0,1,9,1,2,0,1
2700,1,2,3,2,1,1,2,1,0,0,1,6,0,1,0,1
2701,0,2,3,1,2,1,1,0,0,0,0,11,1,2,0,1
2701,0,2,3,2,2,1,1,0,0,0,0,11,0,1,0,1
2701,0,2,4,2,1,1,1,0,1,1,0,11,0,1,0,1
2701,0,2,4,2,1,1,1,0,0,0,0,11,0,1,0,1
2702,0,3,6,2,1,2,1,0,0,0,1,8,1,4,1,2
2702,0,4,7,3,1,2,1,0,0,0,1,7,1,2,1,2
2702,0,4,7,3,1,2,1,0,0,0,1,7,3,4,1,2
2702,0,4,7,3,2,2,1,0,0,0,1,6,6,2,1,2
2703,0,1,2,1,1,0,2,0,0,0,0,6,0,1,0,1
2706,0,6,12,6,6,0,1,0,0,0,1,10,1,0,1,1
2706,0,6,13,6,6,0,1,0,0,0,1,6,1,0,1,1
2707,0,2,4,2,3,1,1,1,0,0,1,6,0,2,0,1
2707,0,2,4,2,3,1,1,1,0,0,1,5,0,1,0,1
2707,0,2,5,2,3,1,1,1,0,0,1,6,0,0,0,1
2707,0,3,5,3,4,1,1,1,0,0,1,7,0,1,0,1
2711,0,3,6,1,1,2,1,0,0,0,1,6,1,3,1,1
2711,0,3,6,1,1,1,1,0,0,0,1,5,1,3,1,1
2711,0,4,7,1,1,0,1,0,0,0,1,6,1,2,1,1
2711,0,4,7,2,1,0,1,0,0,0,1,7,1,0,1,1
2714,0,1,3,1,1,0,2,0,0,0,0,6,0,1,1,2
2716,0,6,11,5,5,1,1,0,0,0,1,4,0,4,1,1
2716,0,6,12,6,5,1,1,0,0,0,1,5,0,2,1,1
2716,0,6,12,6,6,1,1,0,0,0,1,5,0,1,1,1
2716,0,6,12,6,6,1,1,0,0,0,1,8,0,2,1,1
2719,0,6,12,6,7,0,1,0,0,0,1,5,0,0,1,1
2719,0,6,12,6,1,1,1,0,0,0,1,5,0,0,1,2
2719,0,7,12,6,1,0,1,0,0,0,1,6,0,0,1,2
2719,0,7,13,7,1,0,1,0,0,0,1,3,0,1,1,2
2720,0,6,12,6,3,1,1,0,0,0,1,7,2,1,1,1
2720,0,6,12,6,3,1,1,0,0,0,1,7,2,1,1,1
2720,0,6,12,6,4,1,1,0,0,0,1,6,1,1,1,1
2720,0,6,13,6,4,1,1,0,0,0,1,5,2,1,1,1
2723,0,2,5,2,3,1,2,0,0,0,1,6,4,1,1,1
2723,0,2,5,2,3,1,2,0,0,0,1,6,1,0,1,1
2723,0,3,5,2,1,1,1,0,0,0,1,4,12,0,1,1
2723,0,3,6,3,1,2,1,0,0,0,1,7,7,1,1,1
2724,0,2,5,2,2,0,2,1,0,0,1,9,0,1,0,1
2724,0,3,5,3,2,0,2,1,0,0,1,8,1,1,0,1
2725,0,3,10,3,4,0,2,0,0,0,1,6,15,1,1,1
2725,0,3,10,3,4,0,2,0,0,0,1,6,6,0,1,1
2725,0,3,10,3,4,0,2,0,0,0,1,6,0,0,1,1
2725,0,3,11,3,5,0,2,0,0,0,1,5,0,0,1,1
2726,0,2,6,1,1,1,1,0,0,0,1,6,0,3,0,1
2726,0,3,7,1,1,2,1,0,0,0,1,5,0,1,0,1
2726,0,3,7,1,2,2,1,0,0,0,1,8,0,1,0,1
2726,0,3,7,1,2,2,1,0,0,0,1,8,0,1,0,1
2727,0,5,8,4,3,1,1,0,0,0,0,7,1,1,2,2
2727,0,6,9,4,1,1,1,0,0,0,0,8,0,1,2,2
2727,0,6,9,4,1,1,1,0,0,0,0,10,0,1,2,2
2727,0,6,9,4,1,1,1,0,0,0,0,10,0,1,2,2
2730,0,3,7,3,3,2,1,1,0,0,1,9,0,1,1,1
2730,0,4,8,3,3,2,1,1,0,0,1,10,0,1,1,1
2730,0,4,8,3,3,2,1,1,0,0,1,10,0,1,1,1
2730,0,4,8,3,1,2,1,1,0,0,1,10,0,1,1,1
2731,0,4,8,3,4,0,1,0,0,0,1,6,3,1,1,1
2731,0,5,8,3,4,0,1,0,0,0,1,6,6,1,1,1
2731,0,5,9,3,4,0,1,0,0,0,1,6,3,1,1,1
2732,1,1,2,1,1,0,2,0,0,0,0,5,0,2,0,1
2733,0,5,8,5,4,0,1,0,0,0,1,6,13,1,0,1
2733,0,5,8,5,4,0,1,0,0,0,1,6,14,2,0,1
2733,0,5,9,5,5,0,1,0,0,0,1,6,11,1,0,1
2733,0,5,9,5,5,0,1,0,0,0,1,6,6,1,0,1
2736,0,4,9,4,1,1,1,1,0,0,1,6,6,5,0,1
2736,0,4,9,4,2,1,1,1,0,0,1,6,1,4,0,1
2736,0,4,9,4,2,1,1,1,0,0,1,6,0,4,0,1
2736,0,5,10,5,2,2,1,1,0,0,1,6,2,2,0,1
2738,0,3,5,3,1,1,2,0,0,0,1,6,0,1,0,1
2738,0,3,6,3,1,1,2,0,0,0,1,6,0,1,0,1
2738,0,3,6,3,1,1,2,0,0,0,1,6,0,1,0,1
2738,0,3,6,3,2,1,2,0,0,0,1,5,1,3,0,1
2739,0,4,9,2,3,3,1,0,0,0,1,6,1,1,1,1
2739,0,4,9,2,3,3,1,0,0,0,1,6,1,1,1,1
2739,0,4,9,3,4,3,1,0,0,0,1,6,0,1,1,1
2739,0,4,10,3,1,3,1,0,0,0,1,8,0,1,1,1
2742,0,4,6,1,1,0,2,0,0,0,0,8,1,1,4,1
2745,0,1,3,1,2,0,2,1,0,0,1,6,11,2,0,1
2745,0,2,3,2,2,1,2,1,0,0,1,4,1,3,0,1
2745,0,2,3,2,2,1,2,1,0,0,1,6,2,1,0,1
2745,0,2,4,2,1,1,2,1,0,0,1,6,1,1,0,1
2746,0,2,4,2,2,2,1,1,0,0,1,6,0,6,0,1
2746,0,2,5,2,2,2,1,1,0,0,1,7,0,1,0,1
2746,0,2,5,2,2,2,1,1,0,0,1,7,0,4,0,1
2746,0,3,5,3,3,2,1,1,0,0,1,8,5,2,0,1
2750,0,2,7,2,1,2,1,1,0,0,1,4,2,1,1,1
2750,0,3,8,3,1,3,1,1,0,0,1,5,2,4,1,1
2750,0,3,8,3,1,3,1,1,0,0,1,5,2,2,1,1
2751,1,1,2,1,1,0,2,0,0,0,0,7,2,3,0,1
2752,0,3,6,3,2,2,1,1,2,2,1,10,2,8,1,1
2752,0,3,6,3,1,3,1,1,0,0,1,11,0,1,1,1
2752,0,3,7,3,1,3,1,1,0,0,1,11,2,1,1,1
2752,0,4,7,4,1,3,1,1,0,0,1,10,1,1,1,1
2754,0,2,6,1,1,1,1,0,0,0,1,5,0,1,2,1
2754,0,2,6,1,2,1,1,0,0,0,1,5,0,1,2,1
2754,0,2,6,1,2,1,1,0,0,0,1,6,0,1,2,1
2754,0,2,7,2,2,1,1,0,0,0,1,6,0,1,2,1
2756,1,1,2,1,1,0,2,0,0,0,0,7,1,1,0,1
2757,0,3,5,2,3,0,2,0,0,0,1,6,0,1,1,1
2757,0,3,6,2,3,0,2,0,0,0,1,6,0,1,1,1
2757,0,3,6,2,3,0,1,0,0,0,1,6,0,1,1,1
2757,0,3,6,3,4,0,1,0,0,0,1,6,0,1,1,1
2760,0,3,6,2,1,0,1,0,0,0,1,10,3,1,1,1
2760,0,3,6,3,1,0,1,0,0,0,1,9,4,2,1,1
2760,0,3,6,3,1,0,1,0,0,0,1,6,1,2,1,1
2760,0,3,7,3,1,0,1,0,0,0,1,7,2,2,1,1
2763,0,7,12,7,2,1,1,0,0,0,1,6,0,4,0,1
2763,0,7,12,7,2,1,1,0,0,0,1,6,0,2,0,1
2763,0,7,13,7,3,1,1,0,0,0,1,6,0,1,0,1
2764,0,6,10,5,1,2,1,0,0,0,0,8,0,1,2,2
2764,0,6,10,5,1,2,1,0,0,0,0,9,1,0,2,2
2764,0,6,10,6,1,2,1,0,0,0,0,9,1,1,2,2
2764,0,7,11,6,2,2,1,0,0,0,0,9,1,1,2,2
2765,0,6,11,6,2,1,1,0,0,0,1,9,2,1,1,1
2765,0,6,11,6,2,1,1,0,0,0,1,7,0,1,1,1
2765,0,7,11,7,2,1,1,0,0,0,1,6,0,2,1,1
2765,0,7,12,7,3,0,1,0,0,0,1,7,0,1,1,1
2767,0,1,4,1,1,0,2,0,0,0,0,6,0,5,0,1
2768,0,1,3,1,1,1,2,1,0,0,1,7,0,1,0,1
2768,0,1,3,1,2,1,2,1,0,0,1,6,0,1,0,1
2768,0,2,3,2,2,1,2,1,0,0,1,6,1,1,0,1
2768,1,2,4,2,2,0,2,1,0,0,1,6,1,1,0,1
2771,0,2,5,1,1,3,1,0,0,0,1,6,0,2,2,1
2771,0,3,6,1,1,3,1,0,0,0,1,7,1,2,2,1
2771,0,3,6,2,1,3,1,0,0,0,1,6,3,1,2,1
2771,0,3,6,2,2,3,1,0,0,0,1,6,1,0,2,1
2774,0,4,7,4,2,2,1,0,0,0,1,5,0,1,1,1
2774,0,4,8,4,3,2,1,0,0,0,1,6,0,1,1,1
2774,0,4,8,4,1,2,1,0,0,0,1,5,0,2,1,1
2774,0,5,8,4,1,2,1,0,0,0,1,4,1,2,1,1
2779,0,2,5,2,3,1,1,1,0,0,1,8,1,1,0,1
2779,0,2,6,2,3,1,1,1,0,0,1,7,1,1,0,1
2779,0,2,6,2,3,1,1,1,0,0,1,6,0,0,0,1
2786,0,2,4,1,1,1,1,0,0,0,0,8,1,2,1,1
2787,0,2,6,1,1,1,2,0,0,0,1,6,7,2,2,1
2788,1,1,5,1,1,0,1,0,0,0,1,8,1,3,1,1
2790,0,5,10,5,6,1,2,0,3,3,1,10,0,1,0,1
2790,0,5,10,5,6,0,2,0,0,0,1,6,0,3,0,1
2790,0,6,10,6,7,0,2,0,0,0,1,6,0,1,0,1
2790,0,6,11,6,7,0,2,0,0,0,1,10,0,1,0,1
2791,0,3,5,1,1,2,1,0,0,0,0,7,0,0,0,2
2791,0,3,5,1,1,1,1,0,0,0,0,5,0,1,0,2
2791,0,3,5,1,2,3,1,0,0,0,0,7,0,1,0,2
2791,0,3,6,2,2,3,1,0,0,0,0,6,0,1,0,2
2797,0,4,5,4,1,2,1,0,0,0,0,10,6,1,1,1
2797,0,4,5,4,1,2,1,0,0,0,0,10,7,1,1,1
2797,0,4,6,4,2,2,1,0,0,0,0,8,2,2,1,1
2797,0,5,6,5,1,2,1,0,0,0,0,8,2,2,1,1
2799,0,5,7,4,1,2,1,0,0,0,0,7,2,1,1,1
2799,0,5,8,4,1,2,1,0,0,0,0,8,0,1,1,1
2799,0,5,8,4,1,2,1,0,0,0,0,8,0,2,1,1
2799,0,5,8,5,2,2,1,0,0,0,0,7,1,2,1,1
2803,0,5,8,4,5,3,1,0,0,0,0,6,4,1,1,1
2803,0,5,9,4,5,3,1,0,0,0,0,6,1,1,1,1
2803,0,5,9,4,5,3,1,0,0,0,0,6,1,2,1,1
2803,0,5,9,4,5,3,1,0,0,0,0,3,3,1,1,1
2804,0,3,6,3,4,1,1,0,0,0,1,6,0,1,1,1
2804,0,3,7,3,4,1,1,0,0,0,1,6,1,1,1,1
2804,0,3,7,3,4,1,1,0,0,0,1,6,0,1,1,1
2807,0,3,7,2,3,0,2,0,0,0,1,6,0,1,0,1
2807,0,3,7,2,3,0,2,0,0,0,1,6,0,2,0,1
2807,0,3,7,2,3,0,2,0,0,0,1,6,0,1,0,1
2807,0,3,8,3,1,0,2,0,0,0,1,10,0,1,0,1
2808,0,3,7,3,4,0,1,1,0,0,1,6,1,1,1,1
2808,0,3,7,3,4,0,1,1,0,0,1,5,0,1,1,1
2809,0,2,4,1,2,0,1,0,0,0,1,6,4,1,1,1
2809,0,2,5,1,1,0,1,0,0,0,1,6,2,3,1,1
2809,0,3,5,2,1,1,1,0,0,0,1,6,3,1,1,1
2809,0,3,5,2,1,0,1,0,0,0,1,7,1,1,1,1
2810,0,5,9,5,5,2,1,0,0,0,0,8,0,1,1,2
2810,0,5,9,5,6,2,1,0,0,0,0,7,0,1,1,2
2810,0,5,10,5,1,2,1,0,0,0,0,9,0,2,1,2
2810,0,5,10,5,1,2,1,0,0,0,0,8,0,1,1,2
2813,0,3,6,1,1,0,1,0,0,0,1,7,0,4,1,1
2813,0,3,6,2,1,1,1,0,0,0,1,6,1,3,1,1
2813,0,3,7,2,1,2,1,0,0,0,1,6,3,1,1,1
2813,0,4,7,2,2,2,1,0,0,0,1,7,2,3,1,1
2814,1,2,6,2,1,1,1,1,0,0,1,8,2,2,1,1
2815,1,2,4,1,1,0,1,0,0,0,1,7,1,0,1,1
2820,0,2,5,2,1,2,1,1,0,0,1,5,1,4,0,1
2820,0,3,5,3,2,2,1,1,0,0,1,3,1,3,0,1
2820,0,3,5,3,2,2,1,1,0,0,1,3,1,1,0,1
2820,0,3,6,3,2,2,1,1,0,0,1,3,0,2,0,1
2821,0,6,10,6,6,1,2,0,0,0,0,6,0,1,0,1
2821,0,6,10,6,6,1,2,0,0,0,0,6,0,2,0,1
2823,0,4,7,3,2,0,1,0,0,0,1,6,0,1,1,1
2823,0,4,8,4,2,0,1,0,0,0,1,6,0,1,1,1
2823,1,4,8,4,3,0,1,0,0,0,1,6,0,1,1,1
2824,0,2,6,1,2,2,1,0,0,0,1,7,0,2,1,1
2824,0,2,6,2,2,2,1,0,0,0,1,7,1,2,1,1
2824,0,2,7,2,3,2,1,0,0,0,1,6,0,1,1,1
2824,0,3,7,2,3,2,1,0,0,0,1,8,0,1,1,1
2825,0,1,2,1,1,1,2,0,0,0,0,7,1,1,1,1
2825,0,1,3,1,1,1,2,0,0,0,0,7,0,1,1,1
2825,0,1,3,1,2,1,2,0,0,0,0,7,7,1,1,1
2826,0,3,5,3,4,0,1,0,0,0,0,6,1,2,1,1
2826,0,3,6,3,4,2,1,0,0,0,0,7,2,2,1,1
2826,0,3,6,3,5,2,1,0,0,0,0,4,6,1,1,1
2826,0,3,6,3,5,2,1,0,0,0,0,8,1,2,1,1
2827,0,5,11,1,1,0,1,0,0,0,1,6,0,0,2,1
2828,0,2,6,2,1,1,1,1,0,0,1,6,0,7,0,1
2828,0,2,6,2,2,1,1,1,0,0,1,6,0,4,0,1
2828,0,3,6,3,1,1,1,1,0,0,1,6,0,3,0,1
2828,0,3,7,3,1,1,1,1,0,0,1,6,0,3,0,1
2830,0,2,5,2,3,0,1,0,0,0,1,6,3,5,0,1
2830,1,3,5,3,4,0,1,0,0,0,1,5,1,3,0,1
2832,0,4,7,3,2,2,1,0,0,0,1,6,1,3,3,1
2832,0,4,8,3,1,2,1,0,0,0,1,7,0,1,3,1
2832,0,4,8,3,1,2,1,0,0,0,1,6,1,1,3,1
2832,0,4,8,3,1,2,1,0,0,0,1,7,1,1,3,1
2833,0,4,7,1,1,2,1,0,0,0,1,6,0,2,1,1
2833,0,4,8,1,2,1,1,0,0,0,1,5,0,2,1,1
2833,0,4,8,1,1,1,1,0,0,0,1,6,0,1,1,1
2833,0,4,8,2,1,1,1,0,0,0,1,7,2,1,1,1
2838,0,5,11,4,2,3,1,0,0,0,1,6,1,1,1,1
2838,0,5,11,4,2,3,1,0,0,0,1,6,1,1,1,1
2838,0,6,12,5,2,2,1,0,0,0,1,6,0,1,1,1
2838,0,6,12,5,3,1,1,0,0,0,1,6,0,1,1,1
2839,0,3,7,1,1,1,1,0,0,0,1,8,1,0,1,2
2841,0,2,5,2,2,1,1,1,0,0,1,6,1,1,0,1
2841,0,2,5,2,2,0,1,1,0,0,1,6,0,3,0,1
2841,0,2,5,2,2,0,1,1,0,0,1,6,2,1,0,1
2841,0,3,6,3,2,0,1,1,0,0,1,6,0,0,0,1
2842,0,2,5,2,1,0,1,0,0,0,1,6,0,5,0,1
2842,0,3,6,3,1,0,1,0,0,0,1,6,0,2,0,1
2842,0,3,6,3,2,0,1,0,0,0,1,4,1,1,0,1
2842,0,3,6,3,2,0,1,0,0,0,1,5,1,1,0,1
2843,0,4,7,4,2,0,2,0,0,0,1,10,0,1,0,1
2843,0,4,7,4,2,0,2,0,0,0,1,11,0,0,0,1
2843,0,4,8,4,2,0,2,0,2,2,1,11,0,1,0,1
2843,0,4,8,4,3,0,2,0,1,1,1,11,0,1,0,1
2844,0,1,3,1,1,0,2,0,0,0,1,5,2,9,1,1
2846,0,1,4,1,2,1,1,0,0,0,0,7,0,1,1,1
2846,0,2,5,2,2,3,1,0,0,0,0,6,1,1,1,1
2846,0,2,5,2,2,3,1,0,0,0,0,6,1,1,1,1
2846,0,2,5,2,3,3,1,0,1,1,0,7,3,1,1,1
2849,0,4,8,4,4,0,1,1,0,0,1,6,0,1,0,1
2849,0,4,9,4,4,0,1,1,0,0,1,6,0,4,0,1
2849,0,5,9,5,5,0,1,1,0,0,1,6,0,1,0,1
2849,0,5,9,5,5,0,1,1,0,0,1,3,1,2,0,1
2851,0,2,4,2,2,1,2,0,0,0,0,7,0,1,0,1
2851,0,2,4,2,2,1,2,0,0,0,0,7,0,1,0,1
2853,0,2,5,2,1,0,1,1,0,0,1,6,0,2,0,1
2853,0,2,6,2,2,0,1,1,0,0,1,4,0,1,0,1
2853,0,2,6,2,2,0,1,1,0,0,1,6,0,4,0,1
2853,0,3,6,3,2,0,1,1,0,0,1,5,1,3,0,1
2857,0,5,11,4,4,2,1,0,0,0,0,8,0,1,1,1
2857,0,5,12,5,4,2,1,0,0,0,0,7,0,1,1,1
2857,0,6,12,5,5,2,1,0,0,0,0,9,0,1,1,1
2857,0,6,12,5,5,1,1,0,0,0,0,10,0,1,1,1
2858,0,3,7,1,1,2,1,0,0,0,0,6,1,4,2,1
2858,0,3,7,1,2,2,1,0,0,0,0,6,1,1,2,1
2858,0,3,8,1,2,2,1,0,0,0,0,7,1,1,2,1
2858,0,3,8,2,2,2,1,0,0,0,0,4,1,1,2,1
2859,1,5,10,5,3,3,1,0,0,0,1,6,2,0,0,1
2862,0,4,8,2,3,1,1,0,0,0,1,8,5,2,2,1
2862,0,4,8,2,3,1,1,0,0,0,1,10,3,1,2,1
2862,0,5,9,2,3,1,1,0,0,0,1,6,3,2,2,1
2862,0,5,9,3,4,1,1,0,0,0,1,5,3,1,2,1
2863,0,3,5,3,1,1,1,1,0,0,1,7,0,1,0,1
2863,0,3,6,3,1,1,1,1,0,0,1,10,0,0,0,1
2864,0,2,4,2,1,2,1,1,0,0,1,6,1,1,0,1
2864,0,2,4,2,2,2,1,1,0,0,1,7,1,4,0,1
2864,0,2,4,2,2,2,1,1,0,0,1,6,1,8,0,1
2865,0,4,7,4,1,1,2,0,0,0,1,7,3,1,1,1
2865,0,4,7,4,2,1,2,0,0,0,1,6,2,1,1,1
2865,0,4,8,4,2,1,2,0,0,0,1,6,3,2,1,1
2865,0,5,8,4,2,1,2,0,0,0,1,4,2,1,1,1
2869,0,3,7,1,1,1,2,0,0,0,1,6,0,1,2,1
2869,0,4,8,1,2,1,2,0,0,0,1,4,0,1,2,1
2870,0,2,4,2,1,0,2,1,0,0,1,6,0,0,0,1
2870,1,3,5,3,1,0,2,1,0,0,1,7,0,0,0,1
2873,0,2,5,2,1,3,1,1,0,0,1,6,0,2,0,1
2873,0,3,5,3,2,3,1,1,0,0,1,5,0,2,0,1
2873,0,3,5,3,2,3,1,1,0,0,1,6,0,1,0,1
2873,0,3,6,3,2,3,1,1,0,0,1,5,0,1,0,1
2876,0,1,4,1,2,0,1,0,0,0,1,6,0,1,1,1
2876,0,2,5,1,2,0,1,0,0,0,1,6,0,1,1,1
2876,0,2,5,2,1,0,1,0,0,0,1,6,0,1,1,1
2876,0,2,5,2,1,0,1,0,0,0,1,7,0,1,1,1
2877,0,6,12,6,6,1,1,0,0,0,1,6,15,2,1,1
2877,0,6,13,6,6,1,1,0,0,0,1,7,0,2,1,1
2880,0,1,5,1,1,3,1,1,0,0,1,7,0,2,0,1
2880,0,1,6,1,2,3,1,1,0,0,1,8,0,7,0,1
2880,0,2,6,2,2,3,1,1,0,0,1,9,0,7,0,1
2881,1,3,7,2,1,1,1,0,0,0,1,6,0,3,1,1
2882,0,2,5,2,2,1,1,0,0,0,1,6,1,4,2,1
2882,0,2,6,2,1,1,1,0,0,0,1,6,1,1,2,1
2882,0,2,6,2,1,1,1,0,0,0,1,6,0,1,2,1
2882,0,2,6,2,1,1,1,0,0,0,1,7,1,1,2,1
2885,1,2,6,1,1,0,1,0,0,0,1,5,1,3,3,1
2886,0,4,9,4,2,0,1,0,0,0,1,8,7,2,1,1
2886,0,4,9,4,3,0,1,0,0,0,1,9,7,0,1,1
2888,0,2,6,2,1,0,1,1,0,0,1,6,1,3,0,1
2888,0,2,6,2,1,0,1,1,0,0,1,5,0,2,0,1
2888,0,3,7,3,2,0,1,1,0,0,1,5,0,2,0,1
2888,0,3,7,3,2,0,1,1,0,0,1,4,0,1,0,1
2892,0,1,2,1,1,0,2,1,0,0,1,7,0,1,0,1
2892,1,1,3,1,1,1,2,1,2,2,1,7,1,1,0,1
2894,0,2,5,1,1,1,1,0,0,0,0,6,0,1,2,1
2897,0,8,12,7,6,2,1,0,0,0,1,6,15,1,2,1
2897,0,8,12,7,6,1,1,0,0,0,1,7,15,1,2,1
2897,0,8,13,7,6,1,1,0,0,0,1,6,11,1,2,1
2899,0,6,12,4,6,2,1,0,0,0,1,6,0,1,3,1
2899,0,7,12,4,6,1,1,0,0,0,1,6,1,1,3,1
2899,0,7,12,5,7,1,1,0,0,0,1,6,0,4,3,1
2899,1,7,13,5,7,1,1,0,0,0,1,6,0,2,3,1
2901,0,2,6,1,1,2,1,0,0,0,1,5,15,2,0,1
2901,0,2,6,1,2,2,1,0,0,0,1,9,15,2,0,1
2901,1,2,6,1,2,2,1,0,0,0,1,6,15,1,0,1
2906,0,2,3,1,1,0,2,0,0,0,0,6,1,3,1,1
2908,0,5,9,5,2,2,1,0,0,0,0,5,0,1,1,2
2908,0,5,10,5,2,2,1,0,0,0,0,5,0,1,1,2
2908,0,5,10,5,3,2,1,0,0,0,0,4,0,2,1,2
2908,0,6,10,5,3,2,1,0,0,0,0,5,0,1,1,2
2909,0,3,5,3,2,3,1,0,0,0,0,6,0,1,0,1
2909,0,3,5,3,2,0,1,0,0,0,0,2,0,1,0,1
2909,0,4,6,4,2,3,1,0,0,0,0,8,1,4,0,1
2909,0,4,6,4,3,3,1,0,0,0,0,9,2,3,0,1
2910,1,2,6,1,2,1,1,0,0,0,1,5,0,5,1,1
2912,0,4,8,4,2,2,1,0,0,0,0,6,15,3,1,1
2912,0,4,8,4,2,2,1,0,0,0,0,6,15,0,1,1
2912,0,4,8,4,3,2,1,0,0,0,0,6,15,1,1,1
2912,0,5,9,5,3,2,1,0,0,0,0,6,15,0,1,1
2913,0,5,10,1,2,0,1,0,0,0,1,7,0,1,3,1
2913,0,6,10,1,2,0,1,0,0,0,1,6,0,1,3,1
2913,0,6,10,2,2,0,1,0,0,0,1,6,0,0,3,1
2913,0,6,11,2,2,0,1,0,0,0,1,5,0,1,3,1
2914,0,3,7,3,4,1,2,0,0,0,0,6,0,1,1,1
2914,0,3,7,3,1,1,2,0,0,0,0,6,1,1,1,1
2914,0,3,8,3,1,1,2,0,0,0,0,7,0,1,1,1
2914,0,4,8,3,1,0,2,0,0,0,0,8,0,1,1,1
2915,0,4,8,1,1,0,1,0,0,0,1,6,0,6,1,1
2915,1,5,9,1,1,0,1,0,0,0,1,6,2,6,1,1
2916,0,2,4,1,1,0,2,0,0,0,0,5,0,3,1,1
2916,0,2,4,1,1,0,2,0,0,0,0,5,1,4,1,1
2916,1,2,5,1,1,0,2,0,0,0,0,5,0,3,1,1
2917,0,2,6,1,1,0,2,0,0,0,1,5,1,0,1,1
2917,0,2,7,1,1,0,2,0,0,0,1,6,0,2,1,1
2919,0,5,9,5,1,0,1,0,0,0,1,6,6,1,0,1
2919,0,5,10,5,1,0,1,0,0,0,1,6,2,2,0,1
